"","Authors","Title","Year","Source","Publisher","QueryDate","Type","DOI","ISSN","Volume","Abstract","generic_drug_name","database"
"1847","P. Dorsher","Acupuncture's effects in treating the sequelae of acute and chronic spinal cord injuries: A review of allopathic and traditional Chinese medicine literature",2011,"Evidence-based Complementary and Alternative Medicine",NA,"2021-01-16 15:42:12","Review","10.1093/ecam/nep010","1741-427X",2011,NA,"hydrocortisone","scopus"
"1848","S. Rojas Vega","Impact of exercise on neuroplasticity-related proteins in spinal cord injured humans",2008,"Neuroscience",NA,"2021-01-16 15:42:12","Article","10.1016/j.neuroscience.2008.03.037","0306-4522",153,NA,"hydrocortisone","scopus"
"1849","R.P. Hoffman","Sympathetic mechanisms of hypoglycemic counterregulation",2007,"Current Diabetes Reviews",NA,"2021-01-16 15:42:12","Review","10.2174/157339907781368995","1573-3998",3,NA,"hydrocortisone","scopus"
"1850","J.C. de la Torre","Pharmacologic treatment and evaluation of permanent experimental spinal cord trauma",1975,"Neurology",NA,"2021-01-16 15:42:12","Article","10.1212/wnl.25.6.508","0028-3878",25,NA,"hydrocortisone","scopus"
"1851","E. Hall","Biochemistry and pharmacology of lipid antioxidants in acute brain and spinal cord injury",1992,"Journal of Neurotrauma",NA,"2021-01-16 15:42:12","Article","","0897-7151",9,NA,"hydrocortisone","scopus"
"1852","E. Hall","The neuroprotective pharmacology of methylprednisolone",1992,"Journal of Neurosurgery",NA,"2021-01-16 15:42:12","Review","10.3171/jns.1992.76.1.0013","0022-3085",76,NA,"hydrocortisone","scopus"
"1853","L.X. Ye","Exogenous platelet-derived growth factor improves neurovascular unit recovery after spinal cord injury",2021,"Neural Regeneration Research",NA,"2021-01-16 15:42:37","Article","10.4103/1673-5374.295347","1673-5374",16,NA,"hydrogen_peroxide","scopus"
"1854","J. Liu","Spinal cord injury can be relieved by the polysaccharides of Tricholoma matsutake by promoting axon regeneration and reducing neuroinflammation",2020,"NeuroReport",NA,"2021-01-16 15:42:37","Article","10.1097/WNR.0000000000001514","0959-4965",NA,NA,"hydrogen_peroxide","scopus"
"1855","L. Dong","Novel Approach for Efficient Recovery for Spinal Cord Injury Repair via Biofabricated Nano-Cerium Oxide Loaded PCL With Resveratrol to Improve in Vitro Biocompatibility and Autorecovery Abilities",2020,"Dose-Response",NA,"2021-01-16 15:42:37","Article","10.1177/1559325820933518","1559-3258",18,NA,"hydrogen_peroxide","scopus"
"1856","J. Zheng","MiR-142-3p suppresses apoptosis in spinal cord-injured rats",2020,"Translational Neuroscience",NA,"2021-01-16 15:42:37","Article","10.1515/tnsci-2020-0105","2081-3856",11,NA,"hydrogen_peroxide","scopus"
"1857","Y. Ni","MGMT-Mediated neuron Apoptosis in Injured Rat Spinal Cord",2020,"Tissue and Cell",NA,"2021-01-16 15:42:37","Article","10.1016/j.tice.2019.101311","0040-8166",62,NA,"hydrogen_peroxide","scopus"
"1858","N. Wang","Ultrashortwave radiation promotes the recovery of spinal cord injury by inhibiting inflammation via suppression of the MK2/TNF-α pathway",2018,"International Journal of Molecular Medicine",NA,"2021-01-16 15:42:37","Article","10.3892/ijmm.2018.3786","1107-3756",42,NA,"hydrogen_peroxide","scopus"
"1859","Q. Zhou","miR-27a promotion resulting from silencing of HDAC3 facilitates the recovery of spinal cord injury by inhibiting PAK6 expression in rats",2020,"Life Sciences",NA,"2021-01-16 15:42:37","Article","10.1016/j.lfs.2020.118098","0024-3205",260,NA,"hydrogen_peroxide","scopus"
"1860","Y. An","MicroRNA-466c-3p exerts protective effect on neuronal apoptosis and improves functional recovery post spinal cord injury via mitochondrial apoptotic pathway",2020,"AMB Express",NA,"2021-01-16 15:42:37","Article","10.1186/s13568-020-01033-3","2191-0855",10,NA,"hydrogen_peroxide","scopus"
"1861","X. Li","miR-181a promotes apoptosis in contusion spinal cord injury rats through targeting Bcl-2",2017,"International Journal of Clinical and Experimental Medicine",NA,"2021-01-16 15:42:37","Article","","1940-5901",10,NA,"hydrogen_peroxide","scopus"
"1862","A. Maqueda","Efficacy of human HC016 cell transplants on neuroprotection and functional recovery in a rat model of acute spinal cord injury",2020,"Journal of Tissue Engineering and Regenerative Medicine",NA,"2021-01-16 15:42:37","Article","10.1002/term.2995","1932-6254",14,NA,"hydrogen_peroxide","scopus"
"1863","Y. Zhang","Implantation of a functional TEMPO-hydrogel induces recovery from rat spinal cord transection through promoting nerve regeneration and protecting bladder tissue",2020,"Biomaterials Science",NA,"2021-01-16 15:42:37","Article","10.1039/c9bm01530b","2047-4830",8,NA,"hydrogen_peroxide","scopus"
"1864","R. Kleene","Histone H1 improves regeneration after mouse spinal cord injury and changes shape and gene expression of cultured astrocytes",2019,"Restorative Neurology and Neuroscience",NA,"2021-01-16 15:42:37","Article","10.3233/RNN-190903","0922-6028",37,NA,"hydrogen_peroxide","scopus"
"1865","G. Gong","Tanshinone IIA alleviates oxidative damage after spinal cord injury in vitro and in vivo through up-regulating miR-124",2019,"Life Sciences",NA,"2021-01-16 15:42:37","","10.1016/j.lfs.2018.11.046","0024-3205",216,NA,"hydrogen_peroxide","scopus"
"1866","K. Nagashima","Priming with FGF2 stimulates human dental pulp cells to promote axonal regeneration and locomotor function recovery after spinal cord injury",2017,"Scientific Reports",NA,"2021-01-16 15:42:37","Article","10.1038/s41598-017-13373-5","2045-2322",7,NA,"hydrogen_peroxide","scopus"
"1867","Z. Xu","MicroRNA‑124 improves functional recovery and suppresses Bax‑dependent apoptosis in rats following spinal cord injury",2019,"Molecular Medicine Reports",NA,"2021-01-16 15:42:37","Article","10.3892/mmr.2019.9904","1791-2997",19,NA,"hydrogen_peroxide","scopus"
"1868","H. Quintá","Ligand-mediated Galectin-1 endocytosis prevents intraneural H <inf>2</inf> O <inf>2</inf> production promoting F-actin dynamics reactivation and axonal re-growth",2016,"Experimental Neurology",NA,"2021-01-16 15:42:37","Article","10.1016/j.expneurol.2016.06.009","0014-4886",283,NA,"hydrogen_peroxide","scopus"
"1869","L. Sakka","SCO-spondin derived peptide NX210 induces neuroprotection in vitro and promotes fiber regrowth and functional recovery after spinal cord injury",2014,"PLoS ONE",NA,"2021-01-16 15:42:37","Article","10.1371/journal.pone.0093179","1932-6203",9,NA,"hydrogen_peroxide","scopus"
"1870","Y.Z. Zhao","Thermosensitive heparin-poloxamer hydrogels enhance the effects of GDNF on neuronal circuit remodeling and neuroprotection after spinal cord injury",2017,"Journal of Biomedical Materials Research - Part A",NA,"2021-01-16 15:42:37","Article","10.1002/jbm.a.36134","1549-3296",105,NA,"hydrogen_peroxide","scopus"
"1871","T. Wang","Endothelial progenitor cell-conditioned medium promotes angiogenesis and is neuroprotective after spinal cord injury",2018,"Neural Regeneration Research",NA,"2021-01-16 15:42:37","Article","10.4103/1673-5374.232484","1673-5374",13,NA,"hydrogen_peroxide","scopus"
"1872","D. Yu","MiR-200c regulates ROS-induced apoptosis in murine BV-2 cells by targeting FAP-1",2015,"Spinal Cord",NA,"2021-01-16 15:42:37","Article","10.1038/sc.2014.185","1362-4393",53,NA,"hydrogen_peroxide","scopus"
"1873","Z. He","Inhibition of Endoplasmic Reticulum Stress Preserves the Integrity of Blood-Spinal Cord Barrier in Diabetic Rats Subjected to Spinal Cord Injury",2017,"Scientific Reports",NA,"2021-01-16 15:42:37","Article","10.1038/s41598-017-08052-4","2045-2322",7,NA,"hydrogen_peroxide","scopus"
"1874","R. Zeman","β<inf>2</inf>-adrenoreceptor agonist-enhanced recovery of locomotor function after spinal cord injury is glutathione dependent",2006,"Journal of Neurotrauma",NA,"2021-01-16 15:42:37","Article","10.1089/neu.2006.23.170","0897-7151",23,NA,"hydrogen_peroxide","scopus"
"1875","S. Pan","Graphene oxide-PLGA hybrid nanofibres for the local delivery of IGF-1 and BDNF in spinal cord repair",2019,"Artificial Cells, Nanomedicine and Biotechnology",NA,"2021-01-16 15:42:37","Article","10.1080/21691401.2019.1575843","2169-1401",47,NA,"hydrogen_peroxide","scopus"
"1876","J.W. Kim","Functional Recovery of Contused Spinal Cord in Rat with the Injection of Optimal-Dosed Cerium Oxide Nanoparticles",2017,"Advanced Science",NA,"2021-01-16 15:42:37","Article","10.1002/advs.201700034","2198-3844",4,NA,"hydrogen_peroxide","scopus"
"1877","J. Zhou","17β-estradiol protects human eyelid-derived adipose stem cells against cytotoxicity and increases transplanted cell survival in spinal cord injury",2014,"Journal of Cellular and Molecular Medicine",NA,"2021-01-16 15:42:37","Article","10.1111/jcmm.12191","1582-1838",18,NA,"hydrogen_peroxide","scopus"
"1878","H. Kim","Hypoxia-specific GM-CSF-overexpressing neural stem cells improve graft survival and functional recovery in spinal cord injury",2012,"Gene Therapy",NA,"2021-01-16 15:42:37","Article","10.1038/gt.2011.137","0969-7128",19,NA,"hydrogen_peroxide","scopus"
"1879","D. Liu","Mn (III) tetrakis (4-benzoic acid) porphyrin scavenges reactive species, reduces oxidative stress, and improves functional recovery after experimental spinal cord injury in rats: Comparison with methylprednisolone",2013,"BMC Neuroscience",NA,"2021-01-16 15:42:37","Article","10.1186/1471-2202-14-23","1471-2202",14,NA,"hydrogen_peroxide","scopus"
"1880","J. Wang","Hyaluronan tetrasaccharide in the cerebrospinal fluid is associated with self-repair of rats after chronic spinal cord compression",2012,"Neuroscience",NA,"2021-01-16 15:42:37","Article","10.1016/j.neuroscience.2012.03.016","0306-4522",210,NA,"hydrogen_peroxide","scopus"
"1881","S.K. Kang","Cytoplasmic extracts from adipose tissue stromal cells alleviates secondary damage by modulating apoptosis and promotes functional recovery following spinal cord injury",2007,"Brain Pathology",NA,"2021-01-16 15:42:37","Article","10.1111/j.1750-3639.2007.00070.x","1015-6305",17,NA,"hydrogen_peroxide","scopus"
"1882","C. Lin","Inhibition of Autophagy by Estradiol Promotes Locomotor Recovery after Spinal Cord Injury in Rats",2016,"Neuroscience Bulletin",NA,"2021-01-16 15:42:37","Article","10.1007/s12264-016-0017-x","1673-7067",32,NA,"hydrogen_peroxide","scopus"
"1883","Z. Wang","Local delivery of minocycline from metal ion-assisted self-assembled complexes promotes neuroprotection and functional recovery after spinal cord injury",2017,"Biomaterials",NA,"2021-01-16 15:42:37","Article","10.1016/j.biomaterials.2016.10.002","0142-9612",112,NA,"hydrogen_peroxide","scopus"
"1884","W.P. Lin","Heme oxygenase-1 promotes neuron survival through down-regulation of neuronal NLRP1 expression after spinal cord injury",2016,"Journal of Neuroinflammation",NA,"2021-01-16 15:42:37","Article","10.1186/s12974-016-0521-y","1742-2094",13,NA,"hydrogen_peroxide","scopus"
"1885","G.J. Ritfeld","The effect of a polyurethane-based reverse thermal gel on bone marrow stromal cell transplant survival and spinal cord repair",2014,"Biomaterials",NA,"2021-01-16 15:42:37","Article","10.1016/j.biomaterials.2013.11.062","0142-9612",35,NA,"hydrogen_peroxide","scopus"
"1886","J.E. Yeo","Selenium attenuates ROS-mediated apoptotic cell death of injured spinal cord through prevention of mitochondria dysfunction; in vitro and in vivo study",2008,"Cellular Physiology and Biochemistry",NA,"2021-01-16 15:42:37","Article","10.1159/000113764","1015-8987",21,NA,"hydrogen_peroxide","scopus"
"1887","K. Veeravalli","Human umbilical cord blood stem cells upregulate matrix metalloproteinase-2 in rats after spinal cord injury",2009,"Neurobiology of Disease",NA,"2021-01-16 15:42:37","Article","10.1016/j.nbd.2009.07.012","0969-9961",36,NA,"hydrogen_peroxide","scopus"
"1888","L.M. Ramer","Setting the stage for functional repair of spinal cord injuries: A cast of thousands",2005,"Spinal Cord",NA,"2021-01-16 15:42:37","Review","10.1038/sj.sc.3101715","1362-4393",43,NA,"hydrogen_peroxide","scopus"
"1889","N. Zhang","Inflammation &amp; apoptosis in spinal cord injury",2012,"Indian Journal of Medical Research",NA,"2021-01-16 15:42:37","Review","","0971-5916",135,NA,"hydrogen_peroxide","scopus"
"1890","B. Liao","Neuroprotective effects of ginseng total saponin and ginsenosides Rb1 and Rg1 on spinal cord neurons in Vitro",2002,"Experimental Neurology",NA,"2021-01-16 15:42:37","Article","10.1006/exnr.2001.7841","0014-4886",173,NA,"hydrogen_peroxide","scopus"
"1891","A. Stampas","The first 24 h: opioid administration in people with spinal cord injury and neurologic recovery",2020,"Spinal Cord",NA,"2021-01-16 15:44:04","Article","10.1038/s41393-020-0483-x","1362-4393",58,NA,"hydromorphone","scopus"
"1892","N. Zidan","A randomized, blinded, prospective clinical trial of postoperative rehabilitation in dogs after surgical decompression of acute thoracolumbar intervertebral disc herniation",2018,"Journal of Veterinary Internal Medicine",NA,"2021-01-16 15:44:04","Article","10.1111/jvim.15086","0891-6640",32,NA,"hydromorphone","scopus"
"1893","P.M. Murphy","Intrathecal catheter granuloma associated with isolated baclofen infusion",2006,"Anesthesia and Analgesia",NA,"2021-01-16 15:44:04","Article","10.1213/01.ane.0000196523.06573.10","0003-2999",102,NA,"hydromorphone","scopus"
"1894","D.M. Pöpping","Impact of epidural analgesia on mortality and morbidity after surgery: Systematic review and meta-analysis of randomized controlled trials",2014,"Annals of Surgery",NA,"2021-01-16 15:44:04","Article","10.1097/SLA.0000000000000237","0003-4932",259,NA,"hydromorphone","scopus"
"1895","T. Genovese","Effects of zileuton and montelukast in mouse experimental spinal cord injury",2008,"British Journal of Pharmacology",NA,"2021-01-16 15:44:54","Article","10.1038/sj.bjp.0707577","0007-1188",153,NA,"hydroxyurea","scopus"
"1896","E. Ernst","Serious adverse effects after acupuncture - A systematic review (2000-2009)",2010,"Perfusion",NA,"2021-01-16 15:47:24","Review","","0935-0020",23,NA,"imipenem","scopus"
"1897","T. Brechmann","Complicated fecal microbiota transplantation in a tetraplegic patient with severe Clostridium difficile infection",2015,"World Journal of Gastroenterology",NA,"2021-01-16 15:47:24","Article","10.3748/wjg.v21.i12.3736","1007-9327",21,NA,"imipenem","scopus"
"1898","E. Holsboer-Trachsler","Therapy of depression in neurorehabilitation and neurobiological mechanisms of action",2003,"Schweizer Archiv fur Neurologie und Psychiatrie",NA,"2021-01-16 15:47:47","Review","10.4414/sanp.2003.01431","0258-7661",154,NA,"imipramine","scopus"
"1899","E. Norwitz","Obstetric issues in women with neurologic diseases",1997,"Current Problems in Obstetrics, Gynecology and Fertility",NA,"2021-01-16 15:47:47","Review","","8756-0410",20,NA,"imipramine","scopus"
"1900","M. Çaliş","Clinical evaluation and treatment of neurogenic bladder",2004,"Journal of Rheumatology and Medical Rehabilitation",NA,"2021-01-16 15:47:47","Article","","1300-0691",15,NA,"imipramine","scopus"
"1901","Y. Wu","Methylprednisolone worsening neuropathic pain in non-traumatic thoracic myelopathy",2010,"Journal of Clinical Pharmacy and Therapeutics",NA,"2021-01-16 15:47:47","Article","10.1111/j.1365-2710.2009.01121.x","0269-4727",35,NA,"imipramine","scopus"
"1902","A. Domingo","A systematic review of the effects of pharmacological agents on walking function in people with spinal cord injury",2012,"Journal of Neurotrauma",NA,"2021-01-16 15:47:47","Review","10.1089/neu.2011.2052","0897-7151",29,NA,"imipramine","scopus"
"1903","A. Van Ooij","Surgical removal of debilitating neurogenic heterotopic ossifications of the hip",2005,"Nederlands Tijdschrift voor Geneeskunde",NA,"2021-01-16 15:49:16","Article","","0028-2162",149,NA,"indomethacin","scopus"
"1904","G. Leanza","Release properties and functional integration of noradrenergic-rich tissue grafted to the denervated spinal cord of the adult rat",1999,"European Journal of Neuroscience",NA,"2021-01-16 15:49:16","Article","10.1046/j.1460-9568.1999.00595.x","0953-816X",11,NA,"indomethacin","scopus"
"1905","R.K. Simpson","The influence of long-term nifedipine or indomethacin therapy on neurologic recovery from experimental spinal cord injury",1991,"Journal of Spinal Disorders",NA,"2021-01-16 15:49:16","Article","10.1097/00002517-199112000-00003","0895-0385",4,NA,"indomethacin","scopus"
